,Pair,Separation_Factor,SMILES,Current_REE_D,Next_REE_D,Solvent,Acid Conc (M),Acid Type,Temperature (C),Ligand Conc (M)
2921,Eu/Dy,0.587890625,O=C(N(CCCC)CCCC)COCC(N(CCCC)CCCC)=O,3.01,5.12,PhMe,1.5,HNO3,25.0,0.1
3631,Tb/Ho,0.5866666666666667,O=C([C@@H](C)O[C@@H](C)C(N(CCCCCCCC)CCCCCCCC)=O)N(CCCCCCCC)CCCCCCCC,88.0,150.0,TPH (ca dodecane),4.3,HNO3,22.0,0.1
2924,Eu/Dy,0.585648148148148,O=C(N(CCCCCCCC)CCCCCCCC)COCC(N(CCCCCCCC)CCCCCCCC)=O,2.53,4.32,PhMe,1.5,HNO3,25.0,0.1
1085,Ce/Tb,0.5840378587023289,CCN(C(=O)c1cccc(n1)C(=O)N(CC)c2ccccc2CC)c3ccccc3CC,0.6528298442,1.11778686,FS-13,2.0,HNO3,25.0,0.2
3270,Gd/Tb,0.5833333333333334,CCCCCCCCN(CCCCCCCC)C(=O)OC(=O)N(CCCCCCCC)CCCCCCCC,35.0,60.0,n-Dodecane,3.0,Malonic Acid,25.0,0.2
2895,Eu/Tb,0.5833333333333334,CCCCCCCCN(CCCCCCCC)C(=O)OC(=O)N(CCCCCCCC)CCCCCCCC,3.5,6.0,n-Dodecane,5.0,Tartaic Acid,25.0,0.2
3557,Gd/Lu,0.5833333333333334,CCCCCCCCN(CCCCCCCC)C(=O)OC(=O)N(CCCCCCCC)CCCCCCCC,35.0,60.0,n-Dodecane,3.0,Malonic Acid,25.0,0.2
4290,Er/Lu,0.5833333333333334,O=C(N(C1=CC=CC=C1)C)C2=CC=CC(C(N(C3=CC=CC=C3)C)=O)=N2,21.0,36.0,CHCl3,5.0,HNO3,25.0,0.5
939,Ce/Sm,0.5830153645799839,CCN(C(=O)c1cccc(n1)C(=O)N(CC)c2ccccc2CC)c3ccccc3CC,0.6528298442,1.119747238,FS-13,2.0,HNO3,25.0,0.2
3870,Dy/Er,0.5822908959684208,CCN(C(=O)c1cccc(n1)C(=O)N(CC)c2ccccc2CC)c3ccccc3CC,1.583798765,2.719944234,FS-13,2.0,HNO3,25.0,0.2
4102,Ho/Tm,0.5821032177391288,CCN(c1cccc(CC)c1)C(=O)c2cccc(n2)C(=O)N(CC)c3cccc(CC)c3,2.624218543,4.508167045,FS-13,2.0,HNO3,25.0,0.2
3413,Gd/Er,0.5789473684210527,CCCCN(CCCC)C(=O)CC(=O)N(CCCC)CCCC,1.1,1.9,Toluene,0.1,HNO3,25.0,0.6
2360,Sm/Eu,0.5781250000000001,O=C(N(CCCCCCCC)C)COCC(N(CCCCCCCC)C)=O,1.11,1.92,PhMe,1.5,HNO3,25.0,0.1
3184,Eu/Lu,0.5770392749244713,O=C(N(CC(C)C)CC(C)C)COCC(N(CC(C)C)CC(C)C)=O,3.82,6.62,PhMe,1.5,HNO3,25.0,0.1
3938,Dy/Tm,0.5756582215598608,CCCCC(CC)CN(CC(CC)CCCC)C(=O)COCC(=O)N(CC(CC)CCCC)CC(CC)CCCC,57.94,100.65,isodecyl alcohol/n-dodecane,0.0631,HNO3,30.0,0.2
180,La/Nd,0.574468085106383,O=C(N(CCCCCCCCCCCC)CCCCCCCCCCCC)COCC(N(CCCCCCCCCCCC)CCCCCCCCCCCC)=O,0.81,1.41,PhMe,1.5,HNO3,25.0,0.1
4019,Dy/Lu,0.5737704918032787,O=C(N(C1=CC=CC=C1)C)COCC(N(C2=CC=CC=C2)C)=O,2.8,4.88,PhMe,1.5,HNO3,25.0,0.1
2521,Sm/Dy,0.5729166666666667,O=C(COCC(N(CC(C)C)CCCCCCCC)=O)N(CC(C)C)CCCCCCCC,2.2,3.84,PhMe,1.5,HNO3,25.0,0.1
3872,Dy/Er,0.5727960310419563,CCN(c1cccc(CC)c1)C(=O)c2cccc(n2)C(=O)N(CC)c3cccc(CC)c3,1.690440932,2.951209227,FS-13,2.0,HNO3,25.0,0.2
6,La/Ce,0.5714285714285715,O=C(N(C1=CC=CC=C1)C)C2=CC=CC(C(N(C3=CC=CC=C3)C)=O)=N2,3.6,6.3,CHCl3,5.0,HNO3,25.0,0.5
930,Ce/Sm,0.5714285714285714,O=C(N(C1=CC=CC=C1)C)C2=CC=CC(C(N(C3=CC=CC=C3)C)=O)=N2,0.16,0.28,CHCl3,4.0,HNO3,25.0,0.5
2707,Sm/Yb,0.5714285714285714,O=C(C1=NC(C(N=C(C(N(CCCCCCCC)CCCCCCCC)=O)C=C2)=C2C=C3)=C3C=C1)N(CCCCCCCC)CCCCCCCC,0.008,0.014,DCE,0.9,HCl,25.0,0.007
114,La/Pr,0.5714285714285714,CCC(CN(CC(CCCC)CC)C(=O)COCC(=O)N(CC(CCCC)CC)CC(CCCC)CC)CCCC,0.04,0.07,Isopar L,3.0,HCl,25.0,0.1
3469,Gd/Tm,0.5714285714285714,CCCCCCCCN(CCCCCCCC)C(=O)OC(=O)N(CCCCCCCC)CCCCCCCC,2.0,3.5,n-Dodecane,5.0,Lactic Acid,25.0,0.2
3766,Tb/Yb,0.5714285714285714,CCCCCCCCN(CCCCCCCC)C(=O)OC(=O)N(CCCCCCCC)CCCCCCCC,40.0,70.0,n-Dodecane,2.0,Malonic Acid,25.0,0.2
2340,Sm/Eu,0.5714285714285714,O=C(C1=NC(C(N=C(C(N(CCCCCCCC)CCCCCCCC)=O)C=C2)=C2C=C3)=C3C=C1)N(CCCCCCCC)CCCCCCCC,0.008,0.014,DCE,0.9,HCl,25.0,0.007
172,La/Nd,0.5714285714285714,O=C(COCC(N(CC(CC)CCCC)CCCCCCCC)=O)N(CC(CC)CCCC)CCCCCCCC,0.52,0.91,PhMe,1.5,HNO3,25.0,0.1
3479,Gd/Yb,0.5714285714285714,O=C(C1=NC(C(N=C(C(N(CCCCCCCC)CCCCCCCC)=O)C=C2)=C2C=C3)=C3C=C1)N(CCCCCCCC)CCCCCCCC,0.008,0.014,DCE,0.9,HCl,25.0,0.007
4169,Ho/Lu,0.5708333333333333,O=C(N(C1=CC=CC=C1)C)COCC(N(C2=CC=CC=C2)C)=O,685.0,1200.0,CHCl3,4.0,HNO3,23.0,0.2
3458,Gd/Tm,0.569620253164557,CCCCCCCCN(CCCCCCCC)C(=O)OC(=O)N(CCCCCCCC)CCCCCCCC,0.45,0.79,n-Dodecane,1.0,Lactic Acid,25.0,0.2
3820,Dy/Ho,0.5692307692307692,O=C(N(C1=CC=CC=C1)C)C2=CC=CC(C(N(C3=CC=CC=C3)C)=O)=N2,7.4,13.0,CHCl3,5.0,HNO3,25.0,0.5
3039,Eu/Er,0.5676077265973254,O=C(N(CC(C)C)CC(C)C)COCC(N(CC(C)C)CC(C)C)=O,3.82,6.73,PhMe,1.5,HNO3,25.0,0.1
3903,Dy/Er,0.5666666666666667,CCCCCCCCN(CCCCCCCC)C(=O)OC(=O)N(CCCCCCCC)CCCCCCCC,8.5,15.0,n-Dodecane,1.0,Malonic Acid,25.0,0.2
1406,Pr/Nd,0.5639097744360902,CN(CCCCC(C)CCCC(C)C)C(=O)COCC(=O)N(C)CCCCC(C)CCCC(C)C,1.5,2.66,Isopar L,3.0,HCl,25.0,0.1
2355,Sm/Eu,0.5633802816901409,O=C(N(C1=CC=CC=C1)C)COCC(N(C2=CC=CC=C2)C)=O,1.2,2.13,PhMe,1.5,HNO3,25.0,0.1
3360,Gd/Ho,0.5625,CCCCCCCCN(CCCCCCCC)C(=O)OC(=O)N(CCCCCCCC)CCCCCCCC,0.45,0.8,n-Dodecane,1.0,Lactic Acid,25.0,0.2
1863,Nd/Sm,0.5622914349276974,CCCCC(CC)CN(CC(CC)CCCC)C(=O)COCC(=O)N(CC(CC)CCCC)CC(CC)CCCC,10.11,17.98,isodecyl alcohol/n-dodecane,0.0631,HNO3,30.0,0.2
1972,Nd/Gd,0.5620437956204379,O=C(N(CCCCCC)CCCCCC)COCC(N(CCCCCC)CCCCCC)=O,2.31,4.11,PhMe,1.5,HNO3,25.0,0.1
3356,Gd/Ho,0.5615384615384615,O=C([C@@H](C)O[C@H](C)C(N(CCCCCCCC)CCCCCCCC)=O)N(CCCCCCCC)CCCCCCCC,0.73,1.3,TPH (ca dodecane),4.3,HNO3,22.0,0.1
4261,Er/Yb,0.5610479760859804,CCN(c1cccc(CC)c1)C(=O)c2cccc(n2)C(=O)N(CC)c3cccc(CC)c3,2.951209227,5.260172664,FS-13,2.0,HNO3,25.0,0.2
351,La/Eu,0.5610479759701602,Oc1cc(O)c2C(=O)C(=C(Oc2c1)c3ccc(O)c(O)c3)O,7.063175543,12.58925412,m-NTFB,0.000158,HNO3,25.0,0.07413102413
4149,Ho/Yb,0.558288148721921,CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,576.6,1032.8,kerosene,3.0,HNO3,25.0,0.024
3042,Eu/Er,0.5571895424836601,O=C(N(CCCCCC)CCCCCC)COCC(N(CCCCCC)CCCCCC)=O,3.41,6.12,PhMe,1.5,HNO3,25.0,0.1
3987,Dy/Yb,0.5571428571428572,CCCCCCCCN(CCCCCCCC)C(=O)OC(=O)N(CCCCCCCC)CCCCCCCC,39.0,70.0,n-Dodecane,2.0,Malonic Acid,25.0,0.2
1408,Pr/Nd,0.556786703601108,CN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,2.01,3.61,Isopar L,3.0,HCl,25.0,0.1
4140,Ho/Yb,0.5564421244731784,CCN(C(=O)c1cccc(n1)C(=O)N(CC)c2ccccc2CC)c3ccccc3CC,2.264644308,4.069864966,FS-13,2.0,HNO3,25.0,0.2
2886,Eu/Tb,0.5555555555555556,CCCCCCCCN(CCCCCCCC)C(=O)OC(=O)N(CCCCCCCC)CCCCCCCC,0.5,0.9,n-Dodecane,2.0,Lactic Acid,25.0,0.2
2836,Eu/Gd,0.5555555555555556,CCCCCCCCN(CCCCCCCC)C(=O)OC(=O)N(CCCCCCCC)CCCCCCCC,0.25,0.45,n-Dodecane,1.0,Lactic Acid,25.0,0.2
2381,Sm/Eu,0.5555555555555556,CCCCCCCCN(CCCCCCCC)C(=O)OC(=O)N(CCCCCCCC)CCCCCCCC,5.0,9.0,n-Dodecane,2.0,Malonic Acid,25.0,0.2
1882,Nd/Sm,0.5555555555555556,CCCCCCN(C)C(=O)CC(=O)N(C)CCCCCC,4.5,8.1,n-Heptane,0.1,HNO3,25.0,0.4
3068,Eu/Er,0.5555555555555556,CCCCCCCCN(CCCCCCCC)C(=O)OC(=O)N(CCCCCCCC)CCCCCCCC,30.0,54.0,n-Dodecane,3.0,Malonic Acid,25.0,0.2
597,La/Er,0.5555555555555556,O=C(N(C1=CC=CC=C1)C)C2=CC=CC(C(N(C3=CC=CC=C3)C)=O)=N2,0.02,0.036,CHCl3,3.0,HNO3,25.0,0.5
3652,Tb/Er,0.5555555555555556,O=C(N(C1=CC=CC=C1)C)C2=CC=CC(C(N(C3=CC=CC=C3)C)=O)=N2,0.02,0.036,CHCl3,3.0,HNO3,25.0,0.5
1883,Nd/Sm,0.5526315789473685,CCCCCCN(CCCCCC)C(=O)CC(=O)N(CCCCCC)CCCCCC,4.2,7.6,n-Heptane,0.1,HNO3,25.0,0.4
3540,Gd/Lu,0.5518987341772152,O=C(N(CCCCCCCC)C)COCC(N(CCCCCCCC)C)=O,2.18,3.95,PhMe,1.5,HNO3,25.0,0.1
2374,Sm/Eu,0.5511131210557692,CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,26.81,48.647,kerosene,3.0,HNO3,25.0,0.024
3400,Gd/Er,0.5507745266781412,O=C(N(CCCC)CCCC)COCC(N(CCCC)CCCC)=O,3.2,5.81,PhMe,1.5,HNO3,25.0,0.1
193,La/Nd,0.55,CCCCCCCCN(CCCCCCCC)C(=O)OC(=O)N(CCCCCCCC)CCCCCCCC,0.033,0.06,n-Dodecane,1.0,Lactic Acid,25.0,0.2
909,Ce/Nd,0.55,CCCCCCCCN(CCCCCCCC)C(=O)OC(=O)N(CCCCCCCC)CCCCCCCC,0.033,0.06,n-Dodecane,1.0,Lactic Acid,25.0,0.2
956,Ce/Sm,0.55,CCCCCCCCN(CCCCCCCC)C(=O)OC(=O)N(CCCCCCCC)CCCCCCCC,0.033,0.06,n-Dodecane,2.0,Tartaic Acid,25.0,0.2
3904,Dy/Er,0.55,CCCCCCCCN(CCCCCCCC)C(=O)OC(=O)N(CCCCCCCC)CCCCCCCC,0.33,0.6,n-Dodecane,1.0,Tartaic Acid,25.0,0.2
3300,Gd/Dy,0.5496957403651116,O=C(N(CC(CCCC)CC)CC(CCCC)CC)COCC(N(CC(CCCC)CC)CC(CCCC)CC)=O,2.71,4.93,PhMe,1.5,HNO3,25.0,0.1
4257,Er/Yb,0.5460251046025105,CC(C)(C)N(C(=O)c1ccc2ccc3ccc(nc3c2n1)C(=O)N(C(C)(C)C)C(C)(C)C)C(C)(C)C,0.0261,0.0478,F-3,3.0,HNO3,20.0,0.05
3998,Dy/Lu,0.5454545454545455,O=C(N(C1=CC=CC=C1)C)C2=CC=CC(C(N(C3=CC=CC=C3)C)=O)=N2,0.024,0.044,CHCl3,3.0,HNO3,25.0,0.5
1336,Ce/Lu,0.5454545454545455,O=C(N(C1=CC=CC=C1)C)C2=CC=CC(C(N(C3=CC=CC=C3)C)=O)=N2,0.024,0.044,CHCl3,3.0,HNO3,25.0,0.5
2987,Eu/Ho,0.5454545454545454,CCCCCCCCN(CCCCCCCC)C(=O)OC(=O)N(CCCCCCCC)CCCCCCCC,30.0,55.0,n-Dodecane,3.0,Malonic Acid,25.0,0.2
1840,Nd/Sm,0.5454545454545454,O=C(COCC(N(CC(C)C)CCCCCCCC)=O)N(CC(C)C)CCCCCCCC,1.2,2.2,PhMe,1.5,HNO3,25.0,0.1
44,La/Ce,0.5454545454545454,CCCCCCCCP(=O)(CC(=O)N(CC(C)C)CC(C)C)C1=CC=CC=C1,3.0,5.5,HFC-43,5.0,HNO3,25.0,0.1
3555,Gd/Lu,0.5454545454545454,CCCCCCCCN(CCCCCCCC)C(=O)OC(=O)N(CCCCCCCC)CCCCCCCC,3.0,5.5,n-Dodecane,3.0,Citric Acid,25.0,0.2
244,La/Sm,0.5416666666666667,O=C(N(C1=CC=CC=C1)C)COCC(N(C2=CC=CC=C2)C)=O,0.65,1.2,PhMe,1.5,HNO3,25.0,0.1
3682,Tb/Er,0.538469713071201,CCCCC(CC)CN(CC(CC)CCCC)C(=O)COCC(=O)N(CC(CC)CCCC)CC(CC)CCCC,50.67,94.1,isodecyl alcohol/n-dodecane,0.0631,HNO3,30.0,0.2
2506,Sm/Dy,0.5384615384615385,O=C(N(C1=CC=CC=C1)C)C2=CC=CC(C(N(C3=CC=CC=C3)C)=O)=N2,0.28,0.52,CHCl3,4.0,HNO3,25.0,0.5
2952,Eu/Dy,0.5384615384615384,CCCCCCCCN(CCCCCCCC)C(=O)OC(=O)N(CCCCCCCC)CCCCCCCC,3.5,6.5,n-Dodecane,5.0,Tartaic Acid,25.0,0.2
2529,Sm/Dy,0.537037037037037,O=C(N(CCCCCCCC)CCCCCCCC)COCC(N(CCCCCCCC)CCCCCCCC)=O,2.32,4.32,PhMe,1.5,HNO3,25.0,0.1
3627,Tb/Ho,0.5357966575423289,CCN(c1cccc(CC)c1)C(=O)c2cccc(n2)C(=O)N(CC)c3cccc(CC)c3,1.406047524,2.624218543,FS-13,2.0,HNO3,25.0,0.2
3255,Gd/Tb,0.5357142857142857,CCCCCCN(C)C(=O)CC(=O)N(C)CCCCCC,1.5,2.8,Toluene,0.1,HNO3,25.0,0.6
2625,Sm/Er,0.5352839931153184,O=C(N(CCCC)CCCC)COCC(N(CCCC)CCCC)=O,3.11,5.81,PhMe,1.5,HNO3,25.0,0.1
2768,Sm/Lu,0.5352517985611511,O=C(N(CCCCCC)CCCCCC)COCC(N(CCCCCC)CCCCCC)=O,3.72,6.95,PhMe,1.5,HNO3,25.0,0.1
1867,Nd/Sm,0.5333333333333333,CCCCCCCCN(CCCCCCCC)C(=O)OC(=O)N(CCCCCCCC)CCCCCCCC,0.04,0.075,n-Dodecane,1.0,Citric Acid,25.0,0.2
3342,Gd/Ho,0.5333333333333333,O=C(C1=NC(C(N=C(C(N(CCCCCCCC)CCCCCCCC)=O)C=C2)=C2C=C3)=C3C=C1)N(CCCCCCCC)CCCCCCCC,0.008,0.015,DCE,0.9,HCl,25.0,0.007
197,La/Nd,0.5333333333333333,CCCCCCCCN(CCCCCCCC)C(=O)OC(=O)N(CCCCCCCC)CCCCCCCC,0.04,0.075,n-Dodecane,2.0,Lactic Acid,25.0,0.2
2460,Sm/Tb,0.5333333333333333,O=C(C1=NC(C(N=C(C(N(CCCCCCCC)CCCCCCCC)=O)C=C2)=C2C=C3)=C3C=C1)N(CCCCCCCC)CCCCCCCC,0.008,0.015,DCE,0.9,HCl,25.0,0.007
2567,Sm/Ho,0.5333333333333333,O=C(C1=NC(C(N=C(C(N(CCCCCCCC)CCCCCCCC)=O)C=C2)=C2C=C3)=C3C=C1)N(CCCCCCCC)CCCCCCCC,0.008,0.015,DCE,0.9,HCl,25.0,0.007
3235,Gd/Tb,0.5333333333333333,O=C(C1=NC(C(N=C(C(N(CCCCCCCC)CCCCCCCC)=O)C=C2)=C2C=C3)=C3C=C1)N(CCCCCCCC)CCCCCCCC,0.008,0.015,DCE,0.9,HCl,25.0,0.007
3727,Tb/Tm,0.5333333333333333,CCCCCCCCN(CCCCCCCC)C(=O)OC(=O)N(CCCCCCCC)CCCCCCCC,40.0,75.0,n-Dodecane,2.0,Malonic Acid,25.0,0.2
2991,Eu/Ho,0.5303030303030303,CCCCCCCCN(CCCCCCCC)C(=O)OC(=O)N(CCCCCCCC)CCCCCCCC,3.5,6.6,n-Dodecane,5.0,Tartaic Acid,25.0,0.2
3111,Eu/Tm,0.5303030303030303,CCCCCCCCN(CCCCCCCC)C(=O)OC(=O)N(CCCCCCCC)CCCCCCCC,3.5,6.6,n-Dodecane,5.0,Tartaic Acid,25.0,0.2
880,Ce/Pr,0.5296495956873316,CCCCC(CC)CN(CC(CC)CCCC)C(=O)COCC(=O)N(CC(CC)CCCC)CC(CC)CCCC,3.93,7.42,isodecyl alcohol/n-dodecane,0.0631,HNO3,30.0,0.2
3419,Gd/Er,0.5294117647058824,CCCCCCCCN(CCCCCCCC)C(=O)OC(=O)N(CCCCCCCC)CCCCCCCC,0.45,0.85,n-Dodecane,1.0,Lactic Acid,25.0,0.2
3978,Dy/Yb,0.5293257811072538,CCCCC(CC)CN(CC(CC)CCCC)C(=O)COCC(=O)N(CC(CC)CCCC)CC(CC)CCCC,57.94,109.46,isodecyl alcohol/n-dodecane,0.0631,HNO3,30.0,0.2
142,La/Nd,0.5272727272727272,O=C(N(C1=CC=CC=C1)C)COCC(N(C2=CC=CC=C2)C)=O,5.8,11.0,CHCl3,4.0,HNO3,23.0,0.2
3700,Tb/Tm,0.5263157894736842,O=C(N(C1=CC=CC=C1)C)C2=CC=CC(C(N(C3=CC=CC=C3)C)=O)=N2,0.02,0.038,CHCl3,3.0,HNO3,25.0,0.5
395,La/Gd,0.5263157894736842,O=C(N(C1=CC=CC=C1)C)C2=CC=CC(C(N(C3=CC=CC=C3)C)=O)=N2,0.1,0.19,CHCl3,4.0,HNO3,25.0,0.5
680,La/Tm,0.5263157894736842,O=C(N(C1=CC=CC=C1)C)C2=CC=CC(C(N(C3=CC=CC=C3)C)=O)=N2,0.02,0.038,CHCl3,3.0,HNO3,25.0,0.5
3102,Eu/Tm,0.5263157894736842,CCCCCCCCN(CCCCCCCC)C(=O)OC(=O)N(CCCCCCCC)CCCCCCCC,0.5,0.95,n-Dodecane,2.0,Lactic Acid,25.0,0.2
3871,Dy/Er,0.5260172664303737,CCN(c1ccc(CC)cc1)C(=O)c2cccc(n2)C(=O)N(CC)c3ccc(CC)cc3,2.223309891,4.226686143,FS-13,2.0,HNO3,25.0,0.2
3314,Gd/Dy,0.5238095238095238,CCCCN(CCCC)C(=O)CC(=O)N(CCCC)CCCC,1.1,2.1,Toluene,0.1,HNO3,25.0,0.6
2789,Sm/Lu,0.5238095238095238,CCCCCCCCN(CCCCCCCC)C(=O)OC(=O)N(CCCCCCCC)CCCCCCCC,33.0,63.0,n-Dodecane,5.0,Malonic Acid,25.0,0.2
2576,Sm/Ho,0.5223961890128295,CCN(c1cccc(CC)c1)C(=O)c2cccc(n2)C(=O)N(CC)c3cccc(CC)c3,1.370881766,2.624218543,FS-13,2.0,HNO3,25.0,0.2
3072,Eu/Er,0.5223880597014925,CCCCCCCCN(CCCCCCCC)C(=O)OC(=O)N(CCCCCCCC)CCCCCCCC,3.5,6.7,n-Dodecane,5.0,Tartaic Acid,25.0,0.2
467,La/Tb,0.5217391304347826,CCCCCCCCP(=O)(CC(=O)N(CC(C)C)CC(C)C)C1=CC=CC=C1,3.0,5.75,HFC-43,5.0,HNO3,25.0,0.1
2814,Eu/Gd,0.5213675213675214,O=C(COCC(N(CC(CC)CCCC)CCCCCCCC)=O)N(CC(CC)CCCC)CCCCCCCC,1.22,2.34,PhMe,1.5,HNO3,25.0,0.1
4101,Ho/Tm,0.5211947110604073,CCN(c1ccc(CC)cc1)C(=O)c2cccc(n2)C(=O)N(CC)c3ccc(CC)cc3,3.614098626,6.93425806,FS-13,2.0,HNO3,25.0,0.2
2762,Sm/Lu,0.5200945626477541,O=C(COCC(N(CC(C)C)CCCCCCCC)=O)N(CC(C)C)CCCCCCCC,2.2,4.23,PhMe,1.5,HNO3,25.0,0.1
2376,Sm/Eu,0.52,CCCCCCCCN(CCCCCCCC)C(=O)OC(=O)N(CCCCCCCC)CCCCCCCC,0.13,0.25,n-Dodecane,1.0,Lactic Acid,25.0,0.2
3946,Dy/Tm,0.52,CCCCCCCCN(CCCCCCCC)C(=O)OC(=O)N(CCCCCCCC)CCCCCCCC,39.0,75.0,n-Dodecane,2.0,Malonic Acid,25.0,0.2
4091,Ho/Tm,0.52,O=C(N(C1=CC=CC=C1)C)C2=CC=CC(C(N(C3=CC=CC=C3)C)=O)=N2,0.78,1.5,CHCl3,4.0,HNO3,25.0,0.5
3536,Gd/Lu,0.5181268882175227,O=C(N(CC(C)C)CC(C)C)COCC(N(CC(C)C)CC(C)C)=O,3.43,6.62,PhMe,1.5,HNO3,25.0,0.1
3041,Eu/Er,0.5180722891566265,O=C(N(CCCC)CCCC)COCC(N(CCCC)CCCC)=O,3.01,5.81,PhMe,1.5,HNO3,25.0,0.1
409,La/Gd,0.5172413793103449,CCCCCCCCP(=O)(CC(=O)N(CC(C)C)CC(C)C)C1=CC=CC=C1,3.0,5.8,HFC-43,5.0,HNO3,25.0,0.1
3312,Gd/Dy,0.5172413793103449,CCCCCCN(C)C(=O)CC(=O)N(C)CCCCCC,1.5,2.9,Toluene,0.1,HNO3,25.0,0.6
1131,Ce/Dy,0.5166666666666667,O=C([C@@H](C)O[C@H](C)C(N(CCCCCCCC)CCCCCCCC)=O)N(CCCCCCCC)CCCCCCCC,0.62,1.2,TPH (ca dodecane),4.3,HNO3,22.0,0.1
1235,Ce/Er,0.5166666666666667,O=C([C@@H](C)O[C@H](C)C(N(CCCCCCCC)CCCCCCCC)=O)N(CCCCCCCC)CCCCCCCC,0.62,1.2,TPH (ca dodecane),4.3,HNO3,22.0,0.1
1075,Ce/Tb,0.5161290322580645,O=C(N(C1=CC=CC=C1)C)C2=CC=CC(C(N(C3=CC=CC=C3)C)=O)=N2,0.16,0.31,CHCl3,4.0,HNO3,25.0,0.5
1309,Ce/Yb,0.5152286445934049,CCN(c1cccc(CC)c1)C(=O)c2cccc(n2)C(=O)N(CC)c3cccc(CC)c3,2.710191632,5.260172664,FS-13,2.0,HNO3,25.0,0.2
511,La/Dy,0.5145173215081963,CCN(c1ccc(CC)cc1)C(=O)c2cccc(n2)C(=O)N(CC)c3ccc(CC)cc3,1.14393145,2.223309891,FS-13,2.0,HNO3,25.0,0.2
1847,Nd/Sm,0.5135135135135134,O=C(N(CCCCCCCC)C)COCC(N(CCCCCCCC)C)=O,0.57,1.11,PhMe,1.5,HNO3,25.0,0.1
878,Ce/Pr,0.5125,O=C([C@@H](C)O[C@@H](C)C(N(CCCCCCCC)CCCCCCCC)=O)N(CCCCCCCC)CCCCCCCC,4.1,8.0,TPH (ca dodecane),4.3,HNO3,22.0,0.1
39,La/Ce,0.5119175279272564,CCN(C(=O)c1cccc(n1)C(=O)N(CC)c2ccccc2CC)c3ccccc3CC,0.33419504,0.6528298442,FS-13,2.0,HNO3,25.0,0.2
2074,Nd/Dy,0.509765625,O=C(N(CCCC)CCCC)COCC(N(CCCC)CCCC)=O,2.61,5.12,PhMe,1.5,HNO3,25.0,0.1
3398,Gd/Er,0.5096582466567607,O=C(N(CC(C)C)CC(C)C)COCC(N(CC(C)C)CC(C)C)=O,3.43,6.73,PhMe,1.5,HNO3,25.0,0.1
2420,Sm/Gd,0.5091743119266056,O=C(N(CCCCCCCC)C)COCC(N(CCCCCCCC)C)=O,1.11,2.18,PhMe,1.5,HNO3,25.0,0.1
2920,Eu/Dy,0.5091277890466531,O=C(N(CC(CCCC)CC)CC(CCCC)CC)COCC(N(CC(CCCC)CC)CC(CCCC)CC)=O,2.51,4.93,PhMe,1.5,HNO3,25.0,0.1
2698,Sm/Tm,0.5076923076923077,CCCCCCCCN(CCCCCCCC)C(=O)OC(=O)N(CCCCCCCC)CCCCCCCC,33.0,65.0,n-Dodecane,5.0,Malonic Acid,25.0,0.2
135,La/Pr,0.5047151277013753,CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,0.2569,0.509,kerosene,3.0,HNO3,25.0,0.024
3720,Tb/Tm,0.5034277198211624,CCCCC(CC)CN(CC(CC)CCCC)C(=O)COCC(=O)N(CC(CC)CCCC)CC(CC)CCCC,50.67,100.65,isodecyl alcohol/n-dodecane,0.0631,HNO3,30.0,0.2
4180,Ho/Lu,0.5032687916299536,CCN(C(=O)c1cccc(n1)C(=O)N(CC)c2ccccc2CC)c3ccccc3CC,2.264644308,4.499870339,FS-13,2.0,HNO3,25.0,0.2
327,La/Eu,0.5028571428571429,O=C(COCC(N(CC(C)C)CCCCCCCC)=O)N(CC(C)C)CCCCCCCC,0.88,1.75,PhMe,1.5,HNO3,25.0,0.1
4260,Er/Yb,0.5026897153923082,CCN(c1ccc(CC)cc1)C(=O)c2cccc(n2)C(=O)N(CC)c3ccc(CC)cc3,4.226686143,8.408141272,FS-13,2.0,HNO3,25.0,0.2
3292,Gd/Dy,0.5023425893948953,CCN(c1cccc(CC)c1)C(=O)c2cccc(n2)C(=O)N(CC)c3cccc(CC)c3,0.849180475,1.690440932,FS-13,2.0,HNO3,25.0,0.2
3983,Dy/Yb,0.5,CCCCCCCCN(CCCCCCCC)C(=O)OC(=O)N(CCCCCCCC)CCCCCCCC,8.5,17.0,n-Dodecane,1.0,Malonic Acid,25.0,0.2
3850,Dy/Ho,0.5,CCCCCCCCN(CCCCCCCC)C(=O)OC(=O)N(CCCCCCCC)CCCCCCCC,2.0,4.0,n-Dodecane,3.0,Tartaic Acid,25.0,0.2
3650,Tb/Er,0.5,O=C(N(C1=CC=CC=C1)C)C2=CC=CC(C(N(C3=CC=CC=C3)C)=O)=N2,0.0002,0.0004,CHCl3,1.0,HNO3,25.0,0.5
2498,Sm/Tb,0.5,CCCCCCCCN(CCCCCCCC)C(=O)OC(=O)N(CCCCCCCC)CCCCCCCC,33.0,66.0,n-Dodecane,5.0,Malonic Acid,25.0,0.2
3775,Tb/Lu,0.5,O=C(N(C1=CC=CC=C1)C)C2=CC=CC(C(N(C3=CC=CC=C3)C)=O)=N2,0.0002,0.0004,CHCl3,1.0,HNO3,25.0,0.5
