,SMILES,REE,Meas. Type,Meas. Amount,Solvent,Acid Conc (M),Acid Type,Temperature (C),Ligand Conc (M)
251,O=C([C@@H](C)O[C@@H](C)C(N(CCCCCCCC)CCCCCCCC)=O)N(CCCCCCCC)CCCCCCCC,Yb,Aq/Org Distribution,60,TPH (ca dodecane),4.3,HNO3,22,0.1
252,O=C([C@@H](C)O[C@@H](C)C(N(CCCCCCCC)CCCCCCCC)=O)N(CCCCCCCC)CCCCCCCC,Lu,Aq/Org Distribution,33,TPH (ca dodecane),4.3,HNO3,22,0.1
253,O=C([C@@H](C)O[C@@H](C)C(N(CCCCCCCC)CCCCCCCC)=O)N(CCCCCCCC)CCCCCCCC,Y,Aq/Org Distribution,38,TPH (ca dodecane),4.3,HNO3,22,0.1
254,O=C([C@@H](C)O[C@H](C)C(N(CCCCCCCC)CCCCCCCC)=O)N(CCCCCCCC)CCCCCCCC,La,Aq/Org Distribution,0.21,TPH (ca dodecane),4.3,HNO3,22,0.1
255,O=C([C@@H](C)O[C@H](C)C(N(CCCCCCCC)CCCCCCCC)=O)N(CCCCCCCC)CCCCCCCC,Ce,Aq/Org Distribution,0.62,TPH (ca dodecane),4.3,HNO3,22,0.1
256,O=C([C@@H](C)O[C@H](C)C(N(CCCCCCCC)CCCCCCCC)=O)N(CCCCCCCC)CCCCCCCC,Pr,Aq/Org Distribution,0.77,TPH (ca dodecane),4.3,HNO3,22,0.1
257,O=C([C@@H](C)O[C@H](C)C(N(CCCCCCCC)CCCCCCCC)=O)N(CCCCCCCC)CCCCCCCC,Nd,Aq/Org Distribution,0.78,TPH (ca dodecane),4.3,HNO3,22,0.1
258,O=C([C@@H](C)O[C@H](C)C(N(CCCCCCCC)CCCCCCCC)=O)N(CCCCCCCC)CCCCCCCC,Sm,Aq/Org Distribution,0.81,TPH (ca dodecane),4.3,HNO3,22,0.1
259,O=C([C@@H](C)O[C@H](C)C(N(CCCCCCCC)CCCCCCCC)=O)N(CCCCCCCC)CCCCCCCC,Eu,Aq/Org Distribution,0.81,TPH (ca dodecane),4.3,HNO3,22,0.1
260,O=C([C@@H](C)O[C@H](C)C(N(CCCCCCCC)CCCCCCCC)=O)N(CCCCCCCC)CCCCCCCC,Gd,Aq/Org Distribution,0.73,TPH (ca dodecane),4.3,HNO3,22,0.1
261,O=C([C@@H](C)O[C@H](C)C(N(CCCCCCCC)CCCCCCCC)=O)N(CCCCCCCC)CCCCCCCC,Tb,Aq/Org Distribution,1.05,TPH (ca dodecane),4.3,HNO3,22,0.1
262,O=C([C@@H](C)O[C@H](C)C(N(CCCCCCCC)CCCCCCCC)=O)N(CCCCCCCC)CCCCCCCC,Dy,Aq/Org Distribution,1.2,TPH (ca dodecane),4.3,HNO3,22,0.1
263,O=C([C@@H](C)O[C@H](C)C(N(CCCCCCCC)CCCCCCCC)=O)N(CCCCCCCC)CCCCCCCC,Ho,Aq/Org Distribution,1.3,TPH (ca dodecane),4.3,HNO3,22,0.1
264,O=C([C@@H](C)O[C@H](C)C(N(CCCCCCCC)CCCCCCCC)=O)N(CCCCCCCC)CCCCCCCC,Er,Aq/Org Distribution,1.2,TPH (ca dodecane),4.3,HNO3,22,0.1
265,O=C([C@@H](C)O[C@H](C)C(N(CCCCCCCC)CCCCCCCC)=O)N(CCCCCCCC)CCCCCCCC,Tm,Aq/Org Distribution,1.05,TPH (ca dodecane),4.3,HNO3,22,0.1
266,O=C([C@@H](C)O[C@H](C)C(N(CCCCCCCC)CCCCCCCC)=O)N(CCCCCCCC)CCCCCCCC,Yb,Aq/Org Distribution,0.81,TPH (ca dodecane),4.3,HNO3,22,0.1
267,O=C([C@@H](C)O[C@H](C)C(N(CCCCCCCC)CCCCCCCC)=O)N(CCCCCCCC)CCCCCCCC,Lu,Aq/Org Distribution,0.65,TPH (ca dodecane),4.3,HNO3,22,0.1
268,O=C([C@@H](C)O[C@H](C)C(N(CCCCCCCC)CCCCCCCC)=O)N(CCCCCCCC)CCCCCCCC,Y,Aq/Org Distribution,0.6,TPH (ca dodecane),4.3,HNO3,22,0.1
269,"H. Narita, T. Yaita, K. Tamura, S. Tachimori, J. Radioanal. Nucl. Chem. 1999, 239, 381-384.",,,,,,,,
270,O=C(N(C1=CC=CC=C1)C)COCC(N(C2=CC=CC=C2)C)=O,La,Aq/Org Distribution,5.8,CHCl3,4,HNO3,23,0.2
271,O=C(N(C1=CC=CC=C1)C)COCC(N(C2=CC=CC=C2)C)=O,Ce,Aq/Org Distribution,7.1,CHCl3,4,HNO3,23,0.2
272,O=C(N(C1=CC=CC=C1)C)COCC(N(C2=CC=CC=C2)C)=O,Pr,Aq/Org Distribution,9,CHCl3,4,HNO3,23,0.2
273,O=C(N(C1=CC=CC=C1)C)COCC(N(C2=CC=CC=C2)C)=O,Nd,Aq/Org Distribution,11,CHCl3,4,HNO3,23,0.2
274,O=C(N(C1=CC=CC=C1)C)COCC(N(C2=CC=CC=C2)C)=O,Sm,Aq/Org Distribution,29,CHCl3,4,HNO3,23,0.2
275,O=C(N(C1=CC=CC=C1)C)COCC(N(C2=CC=CC=C2)C)=O,Eu,Aq/Org Distribution,68,CHCl3,4,HNO3,23,0.2
276,O=C(N(C1=CC=CC=C1)C)COCC(N(C2=CC=CC=C2)C)=O,Gd,Aq/Org Distribution,72,CHCl3,4,HNO3,23,0.2
277,O=C(N(C1=CC=CC=C1)C)COCC(N(C2=CC=CC=C2)C)=O,Tb,Aq/Org Distribution,110,CHCl3,4,HNO3,23,0.2
278,O=C(N(C1=CC=CC=C1)C)COCC(N(C2=CC=CC=C2)C)=O,Dy,Aq/Org Distribution,290,CHCl3,4,HNO3,23,0.2
279,O=C(N(C1=CC=CC=C1)C)COCC(N(C2=CC=CC=C2)C)=O,Ho,Aq/Org Distribution,685,CHCl3,4,HNO3,23,0.2
280,O=C(N(C1=CC=CC=C1)C)COCC(N(C2=CC=CC=C2)C)=O,Er,Aq/Org Distribution,960,CHCl3,4,HNO3,23,0.2
281,O=C(N(C1=CC=CC=C1)C)COCC(N(C2=CC=CC=C2)C)=O,Tm,Aq/Org Distribution,1050,CHCl3,4,HNO3,23,0.2
282,O=C(N(C1=CC=CC=C1)C)COCC(N(C2=CC=CC=C2)C)=O,Yb,Aq/Org Distribution,1150,CHCl3,4,HNO3,23,0.2
283,O=C(N(C1=CC=CC=C1)C)COCC(N(C2=CC=CC=C2)C)=O,Lu,Aq/Org Distribution,1200,CHCl3,4,HNO3,23,0.2
284,O=C(N(C1=CC=CC=C1)C)CC(N(C2=CC=CC=C2)C)=O,La,Aq/Org Distribution,0.05,CHCl3,4,HNO3,23,0.2
285,O=C(N(C1=CC=CC=C1)C)CC(N(C2=CC=CC=C2)C)=O,Ce,Aq/Org Distribution,0.11,CHCl3,4,HNO3,23,0.2
286,O=C(N(C1=CC=CC=C1)C)CC(N(C2=CC=CC=C2)C)=O,Pr,Aq/Org Distribution,0.11,CHCl3,4,HNO3,23,0.2
287,O=C(N(C1=CC=CC=C1)C)CC(N(C2=CC=CC=C2)C)=O,Nd,Aq/Org Distribution,0.08,CHCl3,4,HNO3,23,0.2
288,O=C(N(C1=CC=CC=C1)C)CC(N(C2=CC=CC=C2)C)=O,Sm,Aq/Org Distribution,0.03,CHCl3,4,HNO3,23,0.2
289,O=C(N(C1=CC=CC=C1)C)CC(N(C2=CC=CC=C2)C)=O,Eu,Aq/Org Distribution,0.01,CHCl3,4,HNO3,23,0.2
290,O=C(N(C1=CC=CC=C1)C)CC(N(C2=CC=CC=C2)C)=O,Gd,Aq/Org Distribution,0.007,CHCl3,4,HNO3,23,0.2
291,O=C(N(C1=CC=CC=C1)C)CC(N(C2=CC=CC=C2)C)=O,Tb,Aq/Org Distribution,0.007,CHCl3,4,HNO3,23,0.2
292,O=C(N(C1=CC=CC=C1)C)CC(N(C2=CC=CC=C2)C)=O,Dy,Aq/Org Distribution,0.0065,CHCl3,4,HNO3,23,0.2
293,O=C(N(C1=CC=CC=C1)C)CC(N(C2=CC=CC=C2)C)=O,Ho,Aq/Org Distribution,0.006,CHCl3,4,HNO3,23,0.2
294,O=C(N(C1=CC=CC=C1)C)CC(N(C2=CC=CC=C2)C)=O,Er,Aq/Org Distribution,0.0045,CHCl3,4,HNO3,23,0.2
295,O=C(N(C1=CC=CC=C1)C)CC(N(C2=CC=CC=C2)C)=O,Tm,Aq/Org Distribution,0.0032,CHCl3,4,HNO3,23,0.2
296,O=C(N(C1=CC=CC=C1)C)CC(N(C2=CC=CC=C2)C)=O,Yb,Aq/Org Distribution,0.0027,CHCl3,4,HNO3,23,0.2
297,O=C(N(C1=CC=CC=C1)C)CC(N(C2=CC=CC=C2)C)=O,Lu,Aq/Org Distribution,0.0016,CHCl3,4,HNO3,23,0.2
298,"D. Stamberga, M. R. Healy, V. S. Bryantsev, C. Albisser, Y. Karslyan, B. Reinhart, A. Paulenova, M. Foster, I. Popovs, K. Lyon, B. A. Moyer, S. Jansone-Popova, Inorg. Chem. 2020, 59, 17620-17630.",,,,,,,,
299,O=C(COCC(=O)N(CCCCCCCC)CCCCCCCC)N(CCCCCCCC)CCCCCCCC,La,Aq/Org Distribution,0,Isopar L,3,HCl,25,0.1
300,O=C(COCC(=O)N(CCCCCCCC)CCCCCCCC)N(CCCCCCCC)CCCCCCCC,Sm,Aq/Org Distribution,5.99,Isopar L,3,HCl,25,0.1
301,O=C(COCC(=O)N(CCCCCCCC)CCCCCCCC)N(CCCCCCCC)CCCCCCCC,Pr,Aq/Org Distribution,0.34,Isopar L,3,HCl,25,0.1
302,O=C(COCC(=O)N(CCCCCCCC)CCCCCCCC)N(CCCCCCCC)CCCCCCCC,Nd,Aq/Org Distribution,0.85,Isopar L,3,HCl,25,0.1
303,CCC(CN(CC(CCCC)CC)C(=O)COCC(=O)N(CC(CCCC)CC)CC(CCCC)CC)CCCC,La,Aq/Org Distribution,0.04,Isopar L,3,HCl,25,0.1
304,CCC(CN(CC(CCCC)CC)C(=O)COCC(=O)N(CC(CCCC)CC)CC(CCCC)CC)CCCC,Sm,Aq/Org Distribution,0.11,Isopar L,3,HCl,25,0.1
305,CCC(CN(CC(CCCC)CC)C(=O)COCC(=O)N(CC(CCCC)CC)CC(CCCC)CC)CCCC,Pr,Aq/Org Distribution,0.07,Isopar L,3,HCl,25,0.1
306,CCC(CN(CC(CCCC)CC)C(=O)COCC(=O)N(CC(CCCC)CC)CC(CCCC)CC)CCCC,Nd,Aq/Org Distribution,0.08,Isopar L,3,HCl,25,0.1
307,CN(CCCCCCCC)C(=O)COCC(=O)N(C)CCCCCCCC,La,Aq/Org Distribution,4.13,Isopar L,3,HCl,25,0.1
308,CN(CCCCCCCC)C(=O)COCC(=O)N(C)CCCCCCCC,Sm,Aq/Org Distribution,259,Isopar L,3,HCl,25,0.1
309,CN(CCCCCCCC)C(=O)COCC(=O)N(C)CCCCCCCC,Pr,Aq/Org Distribution,17.5,Isopar L,3,HCl,25,0.1
310,CN(CCCCCCCC)C(=O)COCC(=O)N(C)CCCCCCCC,Nd,Aq/Org Distribution,482,Isopar L,3,HCl,25,0.1
311,CN(CC(CCCC)CC)C(=O)COCC(=O)N(C)CC(CC)CCCC,La,Aq/Org Distribution,0.07,Isopar L,3,HCl,25,0.1
312,CN(CC(CCCC)CC)C(=O)COCC(=O)N(C)CC(CC)CCCC,Sm,Aq/Org Distribution,40.9,Isopar L,3,HCl,25,0.1
313,CN(CC(CCCC)CC)C(=O)COCC(=O)N(C)CC(CC)CCCC,Pr,Aq/Org Distribution,4.64,Isopar L,3,HCl,25,0.1
314,CN(CC(CCCC)CC)C(=O)COCC(=O)N(C)CC(CC)CCCC,Nd,Aq/Org Distribution,11.7,Isopar L,3,HCl,25,0.1
315,CN(CCCC(CCCCCC)CCCC)C(=O)COCC(=O)N(C)CCCC(CCCCCC)CCCC,La,Aq/Org Distribution,0.14,Isopar L,3,HCl,25,0.1
316,CN(CCCC(CCCCCC)CCCC)C(=O)COCC(=O)N(C)CCCC(CCCCCC)CCCC,Sm,Aq/Org Distribution,2.66,Isopar L,3,HCl,25,0.1
317,CN(CCCC(CCCCCC)CCCC)C(=O)COCC(=O)N(C)CCCC(CCCCCC)CCCC,Pr,Aq/Org Distribution,0.61,Isopar L,3,HCl,25,0.1
318,CN(CCCC(CCCCCC)CCCC)C(=O)COCC(=O)N(C)CCCC(CCCCCC)CCCC,Nd,Aq/Org Distribution,0.6,Isopar L,3,HCl,25,0.1
319,CN(CCCCC(C)CCCC(C)C)C(=O)COCC(=O)N(C)CCCCC(C)CCCC(C)C,La,Aq/Org Distribution,0.66,Isopar L,3,HCl,25,0.1
320,CN(CCCCC(C)CCCC(C)C)C(=O)COCC(=O)N(C)CCCCC(C)CCCC(C)C,Sm,Aq/Org Distribution,8.37,Isopar L,3,HCl,25,0.1
321,CN(CCCCC(C)CCCC(C)C)C(=O)COCC(=O)N(C)CCCCC(C)CCCC(C)C,Pr,Aq/Org Distribution,1.5,Isopar L,3,HCl,25,0.1
322,CN(CCCCC(C)CCCC(C)C)C(=O)COCC(=O)N(C)CCCCC(C)CCCC(C)C,Nd,Aq/Org Distribution,2.66,Isopar L,3,HCl,25,0.1
323,CCN(CCCCCCCC)C(=O)COCC(=O)N(CC)CCCCCCCC,La,Aq/Org Distribution,0.73,Isopar L,3,HCl,25,0.1
324,CCN(CCCCCCCC)C(=O)COCC(=O)N(CC)CCCCCCCC,Sm,Aq/Org Distribution,61.9,Isopar L,3,HCl,25,0.1
325,CCN(CCCCCCCC)C(=O)COCC(=O)N(CC)CCCCCCCC,Pr,Aq/Org Distribution,4.89,Isopar L,3,HCl,25,0.1
326,CCN(CCCCCCCC)C(=O)COCC(=O)N(CC)CCCCCCCC,Nd,Aq/Org Distribution,10.4,Isopar L,3,HCl,25,0.1
327,CCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCC,La,Aq/Org Distribution,0.34,Isopar L,3,HCl,25,0.1
328,CCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCC,Sm,Aq/Org Distribution,38.5,Isopar L,3,HCl,25,0.1
329,CCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCC,Pr,Aq/Org Distribution,2.84,Isopar L,3,HCl,25,0.1
330,CCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCC,Nd,Aq/Org Distribution,5.86,Isopar L,3,HCl,25,0.1
331,CN(C)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,La,Aq/Org Distribution,3.69,Isopar L,3,HCl,25,0.1
332,CN(C)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,Sm,Aq/Org Distribution,3000,Isopar L,3,HCl,25,0.1
333,CN(C)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,Pr,Aq/Org Distribution,22.3,Isopar L,3,HCl,25,0.1
334,CN(C)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,Nd,Aq/Org Distribution,70.5,Isopar L,3,HCl,25,0.1
335,CN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,La,Aq/Org Distribution,0.34,Isopar L,3,HCl,25,0.1
336,CN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,Sm,Aq/Org Distribution,23.2,Isopar L,3,HCl,25,0.1
337,CN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,Pr,Aq/Org Distribution,2.01,Isopar L,3,HCl,25,0.1
338,CN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,Nd,Aq/Org Distribution,3.61,Isopar L,3,HCl,25,0.1
339,CC(C)(SCC1CN(CC1C)C(=O)COCC(=O)N1CC(CSC(C)(C)CCCCCCCC)C(C)C1)CCCCCCCC,La,Aq/Org Distribution,1.93,Isopar L,3,HCl,25,0.1
340,CC(C)(SCC1CN(CC1C)C(=O)COCC(=O)N1CC(CSC(C)(C)CCCCCCCC)C(C)C1)CCCCCCCC,Sm,Aq/Org Distribution,21.5,Isopar L,3,HCl,25,0.1
341,CC(C)(SCC1CN(CC1C)C(=O)COCC(=O)N1CC(CSC(C)(C)CCCCCCCC)C(C)C1)CCCCCCCC,Pr,Aq/Org Distribution,4.65,Isopar L,3,HCl,25,0.1
342,CC(C)(SCC1CN(CC1C)C(=O)COCC(=O)N1CC(CSC(C)(C)CCCCCCCC)C(C)C1)CCCCCCCC,Nd,Aq/Org Distribution,5.56,Isopar L,3,HCl,25,0.1
343,O=C(COCC(=O)N(CCCCCCCCCCCC)CCCCCCCC)N(CCCCCCCCCCCC)CCCCCCCC,La,Aq/Org Distribution,0.08,Isopar L,3,HCl,25,0.1
344,O=C(COCC(=O)N(CCCCCCCCCCCC)CCCCCCCC)N(CCCCCCCCCCCC)CCCCCCCC,Sm,Aq/Org Distribution,11.1,Isopar L,3,HCl,25,0.1
345,O=C(COCC(=O)N(CCCCCCCCCCCC)CCCCCCCC)N(CCCCCCCCCCCC)CCCCCCCC,Pr,Aq/Org Distribution,0.53,Isopar L,3,HCl,25,0.1
346,O=C(COCC(=O)N(CCCCCCCCCCCC)CCCCCCCC)N(CCCCCCCCCCCC)CCCCCCCC,Nd,Aq/Org Distribution,1.44,Isopar L,3,HCl,25,0.1
347,CC(C)(C)CC(C)CCN(CCCCCCCC)C(=O)COCC(=O)N(CCC(C)CC(C)(C)C)CCCCCCCC,La,Aq/Org Distribution,0.05,Isopar L,3,HCl,25,0.1
348,CC(C)(C)CC(C)CCN(CCCCCCCC)C(=O)COCC(=O)N(CCC(C)CC(C)(C)C)CCCCCCCC,Sm,Aq/Org Distribution,1.52,Isopar L,3,HCl,25,0.1
349,CC(C)(C)CC(C)CCN(CCCCCCCC)C(=O)COCC(=O)N(CCC(C)CC(C)(C)C)CCCCCCCC,Pr,Aq/Org Distribution,0.37,Isopar L,3,HCl,25,0.1
350,CC(C)(C)CC(C)CCN(CCCCCCCC)C(=O)COCC(=O)N(CCC(C)CC(C)(C)C)CCCCCCCC,Nd,Aq/Org Distribution,0.28,Isopar L,3,HCl,25,0.1
351,CCCCC(CCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCC(CCCCCC)CCCC)CCCCCCCC)CCCCCC,La,Aq/Org Distribution,0,Isopar L,3,HCl,25,0.1
352,CCCCC(CCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCC(CCCCCC)CCCC)CCCCCCCC)CCCCCC,Sm,Aq/Org Distribution,0.67,Isopar L,3,HCl,25,0.1
353,CCCCC(CCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCC(CCCCCC)CCCC)CCCCCCCC)CCCCCC,Pr,Aq/Org Distribution,0.03,Isopar L,3,HCl,25,0.1
354,CCCCC(CCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCC(CCCCCC)CCCC)CCCCCCCC)CCCCCC,Nd,Aq/Org Distribution,0.1,Isopar L,3,HCl,25,0.1
355,CC(CCCC(C)C)CCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCC(C)CCCC(C)C)CCCCCCCC,La,Aq/Org Distribution,0.04,Isopar L,3,HCl,25,0.1
356,CC(CCCC(C)C)CCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCC(C)CCCC(C)C)CCCCCCCC,Sm,Aq/Org Distribution,4.21,Isopar L,3,HCl,25,0.1
357,CC(CCCC(C)C)CCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCC(C)CCCC(C)C)CCCCCCCC,Pr,Aq/Org Distribution,0.23,Isopar L,3,HCl,25,0.1
358,CC(CCCC(C)C)CCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCC(C)CCCC(C)C)CCCCCCCC,Nd,Aq/Org Distribution,0.58,Isopar L,3,HCl,25,0.1
359,"F. Riahi, M. Bagherzadeh, Journal of Applied Sciences 2010, 10, 1781-1786.",,,,,,,,
360,C1OCCOCCOCCOCCOCCOC1,La,Aq/Org Distribution,0.11,DMSO,0.5,TCA,25,0.05
361,C1OCCOCCOCCOCCOCCOC1,Ce,Aq/Org Distribution,0.06,DMSO,0.5,TCA,25,0.05
362,C1OCCOCCOCCOCCOCCOC1,Pr,Aq/Org Distribution,0.04,DMSO,0.5,TCA,25,0.05
363,C1OCCOCCOCCOCCOCCOC1,Eu,Aq/Org Distribution,0.02,DMSO,0.5,TCA,25,0.05
364,C1OCCOCCOCCOCCOCCOC1,Er,Aq/Org Distribution,0.005,DMSO,0.5,TCA,25,0.05
365,C1OCCOCCOCCOCCOCCOC1,La,Aq/Org Distribution,0.2,DMSO,1,TCA,25,0.05
366,C1OCCOCCOCCOCCOCCOC1,Ce,Aq/Org Distribution,0.13,DMSO,1,TCA,25,0.05
367,C1OCCOCCOCCOCCOCCOC1,Pr,Aq/Org Distribution,0.09,DMSO,1,TCA,25,0.05
368,C1OCCOCCOCCOCCOCCOC1,Eu,Aq/Org Distribution,0.05,DMSO,1,TCA,25,0.05
369,C1OCCOCCOCCOCCOCCOC1,Er,Aq/Org Distribution,0.04,DMSO,1,TCA,25,0.05
370,C1OCCOCCOCCOCCOCCOC1,La,Aq/Org Distribution,0.26,DMSO,1.5,TCA,25,0.05
371,C1OCCOCCOCCOCCOCCOC1,Ce,Aq/Org Distribution,0.205,DMSO,1.5,TCA,25,0.05
372,C1OCCOCCOCCOCCOCCOC1,Pr,Aq/Org Distribution,0.13,DMSO,1.5,TCA,25,0.05
373,C1OCCOCCOCCOCCOCCOC1,Eu,Aq/Org Distribution,0.06,DMSO,1.5,TCA,25,0.05
374,C1OCCOCCOCCOCCOCCOC1,Er,Aq/Org Distribution,0.05,DMSO,1.5,TCA,25,0.05
375,C1OCCOCCOCCOCCOCCOC1,La,Aq/Org Distribution,0.32,DMSO,2,TCA,25,0.05
376,C1OCCOCCOCCOCCOCCOC1,Ce,Aq/Org Distribution,0.245,DMSO,2,TCA,25,0.05
377,C1OCCOCCOCCOCCOCCOC1,Pr,Aq/Org Distribution,0.16,DMSO,2,TCA,25,0.05
378,C1OCCOCCOCCOCCOCCOC1,Eu,Aq/Org Distribution,0.08,DMSO,2,TCA,25,0.05
379,C1OCCOCCOCCOCCOCCOC1,Er,Aq/Org Distribution,0.06,DMSO,2,TCA,25,0.05
380,C1OCCOCCOCCOCCOCCOC1,La,Aq/Org Distribution,0.39,DMSO,2.5,TCA,25,0.05
381,C1OCCOCCOCCOCCOCCOC1,Ce,Aq/Org Distribution,0.285,DMSO,2.5,TCA,25,0.05
382,C1OCCOCCOCCOCCOCCOC1,Pr,Aq/Org Distribution,0.18,DMSO,2.5,TCA,25,0.05
383,C1OCCOCCOCCOCCOCCOC1,Eu,Aq/Org Distribution,0.1,DMSO,2.5,TCA,25,0.05
384,C1OCCOCCOCCOCCOCCOC1,Er,Aq/Org Distribution,0.09,DMSO,2.5,TCA,25,0.05
385,C1OCCOCCOCCOCCOCCOC1,La,Aq/Org Distribution,0.44,DMSO,3,TCA,25,0.05
386,C1OCCOCCOCCOCCOCCOC1,Ce,Aq/Org Distribution,0.37,DMSO,3,TCA,25,0.05
387,C1OCCOCCOCCOCCOCCOC1,Pr,Aq/Org Distribution,0.21,DMSO,3,TCA,25,0.05
388,C1OCCOCCOCCOCCOCCOC1,Eu,Aq/Org Distribution,0.12,DMSO,3,TCA,25,0.05
389,C1OCCOCCOCCOCCOCCOC1,Er,Aq/Org Distribution,0.105,DMSO,3,TCA,25,0.05
390,C1OCCOC2CCCCC2OCCOCCOC2CCCCC2OC1,La,Aq/Org Distribution,0.052,DMSO,0.5,TCA,25,0.05
391,C1OCCOC2CCCCC2OCCOCCOC2CCCCC2OC1,Ce,Aq/Org Distribution,0.025,DMSO,0.5,TCA,25,0.05
392,C1OCCOC2CCCCC2OCCOCCOC2CCCCC2OC1,Pr,Aq/Org Distribution,0.02,DMSO,0.5,TCA,25,0.05
393,C1OCCOC2CCCCC2OCCOCCOC2CCCCC2OC1,Eu,Aq/Org Distribution,0.012,DMSO,0.5,TCA,25,0.05
394,C1OCCOC2CCCCC2OCCOCCOC2CCCCC2OC1,Er,Aq/Org Distribution,0.005,DMSO,0.5,TCA,25,0.05
395,C1OCCOC2CCCCC2OCCOCCOC2CCCCC2OC1,La,Aq/Org Distribution,0.065,DMSO,1,TCA,25,0.05
396,C1OCCOC2CCCCC2OCCOCCOC2CCCCC2OC1,Ce,Aq/Org Distribution,0.039,DMSO,1,TCA,25,0.05
397,C1OCCOC2CCCCC2OCCOCCOC2CCCCC2OC1,Pr,Aq/Org Distribution,0.024,DMSO,1,TCA,25,0.05
398,C1OCCOC2CCCCC2OCCOCCOC2CCCCC2OC1,Eu,Aq/Org Distribution,0.021,DMSO,1,TCA,25,0.05
399,C1OCCOC2CCCCC2OCCOCCOC2CCCCC2OC1,Er,Aq/Org Distribution,0.01,DMSO,1,TCA,25,0.05
400,C1OCCOC2CCCCC2OCCOCCOC2CCCCC2OC1,La,Aq/Org Distribution,0.109,DMSO,1.5,TCA,25,0.05
401,C1OCCOC2CCCCC2OCCOCCOC2CCCCC2OC1,Ce,Aq/Org Distribution,0.07,DMSO,1.5,TCA,25,0.05
402,C1OCCOC2CCCCC2OCCOCCOC2CCCCC2OC1,Pr,Aq/Org Distribution,0.049,DMSO,1.5,TCA,25,0.05
403,C1OCCOC2CCCCC2OCCOCCOC2CCCCC2OC1,Eu,Aq/Org Distribution,0.039,DMSO,1.5,TCA,25,0.05
404,C1OCCOC2CCCCC2OCCOCCOC2CCCCC2OC1,Er,Aq/Org Distribution,0.023,DMSO,1.5,TCA,25,0.05
405,C1OCCOC2CCCCC2OCCOCCOC2CCCCC2OC1,La,Aq/Org Distribution,0.157,DMSO,2,TCA,25,0.05
406,C1OCCOC2CCCCC2OCCOCCOC2CCCCC2OC1,Ce,Aq/Org Distribution,0.1,DMSO,2,TCA,25,0.05
407,C1OCCOC2CCCCC2OCCOCCOC2CCCCC2OC1,Pr,Aq/Org Distribution,0.071,DMSO,2,TCA,25,0.05
408,C1OCCOC2CCCCC2OCCOCCOC2CCCCC2OC1,Eu,Aq/Org Distribution,0.045,DMSO,2,TCA,25,0.05
409,C1OCCOC2CCCCC2OCCOCCOC2CCCCC2OC1,Er,Aq/Org Distribution,0.03,DMSO,2,TCA,25,0.05
410,C1OCCOC2CCCCC2OCCOCCOC2CCCCC2OC1,La,Aq/Org Distribution,0.171,DMSO,2.5,TCA,25,0.05
411,C1OCCOC2CCCCC2OCCOCCOC2CCCCC2OC1,Ce,Aq/Org Distribution,0.145,DMSO,2.5,TCA,25,0.05
412,C1OCCOC2CCCCC2OCCOCCOC2CCCCC2OC1,Pr,Aq/Org Distribution,0.098,DMSO,2.5,TCA,25,0.05
413,C1OCCOC2CCCCC2OCCOCCOC2CCCCC2OC1,Eu,Aq/Org Distribution,0.06,DMSO,2.5,TCA,25,0.05
414,C1OCCOC2CCCCC2OCCOCCOC2CCCCC2OC1,Er,Aq/Org Distribution,0.039,DMSO,2.5,TCA,25,0.05
415,C1OCCOC2CCCCC2OCCOCCOC2CCCCC2OC1,La,Aq/Org Distribution,0.18,DMSO,3,TCA,25,0.05
416,C1OCCOC2CCCCC2OCCOCCOC2CCCCC2OC1,Ce,Aq/Org Distribution,0.158,DMSO,3,TCA,25,0.05
417,C1OCCOC2CCCCC2OCCOCCOC2CCCCC2OC1,Pr,Aq/Org Distribution,0.096,DMSO,3,TCA,25,0.05
418,C1OCCOC2CCCCC2OCCOCCOC2CCCCC2OC1,Eu,Aq/Org Distribution,0.069,DMSO,3,TCA,25,0.05
419,C1OCCOC2CCCCC2OCCOCCOC2CCCCC2OC1,Er,Aq/Org Distribution,0.049,DMSO,3,TCA,25,0.05
